,title,split_title
350,老师你好:我公司是运输行业，帮别的公司运输货物，挣运输费。我在这做内账会计：1.从公户转账给中石化，办油卡的时候，我应该怎么做分录。2.公司的主油卡分配到各个车辆时我应该怎样做分录。3.我们公司业务忙不过来，外请别的车辆帮我们公司运输，我们赚取中间差价，我们支付给外请人有些是以油卡抵运费的，怎么做分录？3.有些公司也给我们油卡，抵付给我们的运费，分录怎么做？4.我们预付给别人油卡，之后抵他们的运费？分录怎么做？5。我们老板把油卡卖给私人，打9.5折（主要为了开票，我们进项不多）？这种油卡买卖的分录又该怎么做？,老师 你好 公司 运输 行业 帮 公司 运输 货物 挣 运输费 做 内账 会计 从公户 转账 中石化 办油卡 做 分录 公司 主油卡 分配 车辆 时 做 分录 公司 业务 忙不过来 外请 车辆 帮 公司 运输 赚取 差价 支付 外 请 以油卡 抵 运费 做 分录 公司 油卡 抵 付给 运费 分录 做 预付 油卡 抵 运费 分录 做 老板 油卡卖 私人 9.5 折 主要 开票 进项 油卡 买卖 分录 做
351,是总公司进行报税呢,总公司 报税
352,老师，我现在的公司，在我去之前，账很乱，老板要我给他理顺，我怎样开始呢,老师 公司 账 乱 老板 理顺
353,报税流程学习税学堂那个模块,报税 流程 学习 税 学堂 模块
354,经营范围是机电设备的批发和零售，可以开净水器、阀门的票么？,经营范围 机电设备 批发 零售 开 净水器 阀门 票
355,银行承兑汇票属于其他货币资金吗？,银行 承兑汇票 货币资金
356,老师，4S店贷款卖车的分录如何做？现有的课程没有这业务，或者老师可以推荐相关的课程吗？,老师 4S店 贷款 卖车 分录 做 现有 课程 业务 老师 推荐 相关 课程
357,公司在用银行存款购买承兑汇票，支付工程款，这个事项的会计分录怎么写？,公司 银行存款 购买 承兑汇票 支付 工程款 事项 会计分录 写
358,苹果电脑看不了回放，怎么办呢？请求技术支持！,苹果电脑 回放 请求 技术支持
359,老师，企业法人往企业账户里存钱没写投资款，所以计入了其他应付款，那我想知道发生什么样的业务能冲销这个其他应付啊,老师 企业法人 企业 账户 里 存钱 写 投资 款 计入 应付款 想 发生 业务 冲销 应付
360,收到某人定金如何做分录？,收到 某人 定金 做 分录
361,公司破产欠员工的工资能拿到吗？,公司 破产 欠 员工 工资 拿到
362,老师，个人可以找税局代开专票吗，如果可以，可以代开什么类型的，税率各是多少,老师 个人 找 税局 代开 专票 代开 类型 税率 各是
363,公司购买承兑汇票时存入了保证金，这个保证金在公司的另一个账户里，这个分录怎么写？,公司 购买 承兑汇票 时 存入 保证金 保证金 公司 账户 里 分录 写
364,请问老师，公司是生产加工企业，管理用办公楼的屋顶维修可以记到长期待摊费用吗？,请问 老师 公司 生产 加工 企业 管理 办公楼 屋顶 维修 记到 长期 待摊费用
365,请问我公司是一般纳税人，系主营收入停车场收费，增值税税率多少？,请问 公司 纳税人 系 主营 收入 停车场 收费 增值税 税率
366,老师，我司变更股权，公司一共两个股东，账上有二十四万的其他应付款，当时是不够钱周转向股东借的，未分配利润是亏损，现地税说那二十四万其他应付款要按股东占的比例交个人所得税和印花税，有这说法吗,老师 我司 变更 股权 公司 一共 两个 股东 账上 二十四万 应付款 钱 周转 股东 未 分配利润 亏损 现 地税 说 二十四万 应付款 股东 占 比例 交 个人所得税 印花税 说法
367,老师，委托代销商品时，受托方收到委托方开的专票，为啥是借受托代销商品款，贷应付账款？与借应交税费进项税，贷应付账款的合写分录是借受托代销商品款，借进项税额，贷应付账款，此时，受托代销商品款是负债类科目吗？,老师 委托 代销 商品 时 受托 收到 委托方 开 专票 为啥 受托 代销 商品 款 贷 应付账款 应交 税费 进项 税 贷 应付账款 合写 分录 受托 代销 商品 款 进项税额 贷 应付账款 受托 代销 商品 款 负债 类 科目
368,配套的配件可以不用记账吗？,配套 配件 不用 记账
369,我们房地产开公司买钢材。钢材我们可以不要发票然后自己去税务局开吗,房地产 开 公司 买 钢材 钢材 发票 税务局 开
370,公司从一般户购买银行承兑汇票存入保证金A账户，然后用票据支付工程款的会计分录，购买时存入保证金，借银行存款-A账户贷银行存款-一般户拿到承兑汇票并支付，借预付账款-A公司贷应付票据票据到期时，借应付票据贷银行存款-A账户,公司 户 购买 银行 承兑汇票 存入 保证金 账户 票据 支付 工程款 会计分录 购买 时 存入 保证金 银行存款 账户 贷 银行存款 户 拿到 承兑汇票 支付 预付 账款 公司 贷 应付 票据 票据 到期 时 应付 票据 贷 银行存款 账户
371,老师，一般说的预缴企业所得税就是提前交下一个季度的所得税吗？题目中说的预缴企业所得税7500，可是什么时候预缴的？又是预缴的哪个季度的？为何要减去7500？,老师 说 预缴 企业 所得税 提前 交 季度 所得税 题目 中说 预缴 企业 所得税 7500 预缴 预缴 季度 为何 减去 7500
372,老师，办理变更税号前之前用旧税号开发票没有验旧怎么办,老师 办理 变更 税号 前 用旧 税号 开发票 验旧
373,我在听行政单位第二章，有个小例子是借贷都增加了，不是借增加贷就要减少吗我要去哪儿学习相关内容,听 行政 单位 第二章 有个 例子 借贷 增加 增加 贷 减少 学习 相关 内容
374,老板想把同样厂家的进货单放一起，我可以打印进销存的成本夹记账模块账里，进销单，我可以分进货单一起装订，销售单一起装订，这样操作吗？或者老师有什么更好的建议呢？,老板 想 厂家 进货单 放 打印 进销存 成本 夹 记账 模块 账里 进销 分 进货单 装订 销售 装订 操作 老师 更好 建议
375,老师我可以记账模块一本账，进货一本账，销货一本账吗？,老师 记账 模块 一本 账 进货 一本 账 销货 一本 账
376,请问，有限责任公司税务方面是参照小规模纳税人么？,请问 有限责任 公司 税务 参照 小规模 纳税人
377,老师，行政单位和事业单位的账在年终的时候要结转哪些科目？12月份的账是不是要在资产负债表日前做完？,老师 行政 单位 事业单位 账 年终 结转 科目 12 月份 账 资产 负债表 日前 做 完
378,工程施工-合同成本-间接费用，工程施工-间接费用，工程施工-合同升本-其他直接费用，请问老师，这三个科目有什么区别？哪些费用该放入这些科目？,工程施工 合同 成本 间接 费用 工程施工 间接 费用 工程施工 合同 升本 直接费用 请问 老师 三个 科目 区别 费用 放入 科目
379,麻烦老师帮我分析下这个题目,麻烦 老师 帮 分析 题目
380,为什么收索不到ppt的课程,为什么 收索 不到 ppt 课程
381,我们公司是电商，主要买办公用品的，比如扫描枪，打印机之类的东西。有时候客户买的打印机，我们进项没有那种型号，会计让我们开票就找价格相近的别的型号来开，请问这种做法合法吗？,公司 电商 主要 买 办公用品 扫描枪 打印机 东西 有时候 客户 买 打印机 进项 那种 型号 会计 开票 找 价格 相近 型号 来开 请问 做法 合法
382,老师请问下初级会计实务里，计划成本核算是以材料采购核算还是以原材料核算，我看课程前面是说以材料采购核算，后面又说是以原材料核算，我都乱了，哪个才是对的,老师 请问 初级 会计 实务 里 计划 成本核算 材料 采购 核算 原材料 核算 课程 说 材料 采购 核算 说 原材料 核算 乱
383,汽车租赁公司购买汽车的发票能用于抵扣进项吗,汽车 租赁 公司 购买 汽车 发票 用于 抵扣 进项
384,老师，水利部门拨付工程款是怎么一个流程,老师 水利部门 拨付 工程款 流程
385,外帐的倒推，怎么把成本合理的给推出来？,外帐 倒推 成本 推出
386,想请问下培训机构的账务处理有什么特别的吗？以前没做过，只做过建筑工程帐,想 请问 培训 机构 账务 特别 做 做 建筑工程 帐
387,老师，事业单位收入的勘察设计费是怎么报税的？如果本年度没有产生勘察设计费，一直零申报，年终还需要做什么怎么处理吗,老师 事业单位 收入 勘察 设计费 报税 本年度 勘察 设计费 申报 年终 做
388,老师销售折扣和销售回扣怎么会计处理，发票怎么开呢？,老师 销售 折扣 销售 回扣 会计 发票 开
389,老师你好我想请问下您CMA证是考两门试吗？认可度高吗？,老师 你好 想 请问 CMA 证是 考 两门 试 认可度 高
390,老师，咨询一下:餐饮行业，购买的大米怎么录分录，是记入成本当中还是员工福利中？（无法核算是客人消费多少，员工餐消费多少）,老师 咨询 餐饮行业 购买 大米 录 分录 记入 成本 员工福利 中 核算 客人 消费 员工 餐 消费
391,老师好，请问下有没有关于互联网金融方面的会计实操呢，互联网金融业务包括期货，基金，股票等，求救中,老师 请问 有没有 互联网 金融 会计 实操 互联网 金融业务 包括 期货 基金 股票 求救 中
392,老师，餐饮行业小吃分成怎么录分录？我们小吃是外包的，做小吃的材料由小吃师傅自己去购买，我们先代收款，月底再四六分成,老师 餐饮行业 小吃 分成 录 分录 小吃 外包 做 小吃 材料 小吃 师傅 购买 先 代收款 月底 四六分 成
393,有讲解卖二手车的账怎么做,讲解 卖 二手车 账 做
394,老师您好，有没有酒代理和日化品代理的课程？马上要去一家商贸公司了，他们有两种业务，1是酒代理，2是日化品代理。和他们的负责人谈了谈，说以前两个部门的账混在一起，不知道具体哪个盈利还是亏损，现在招我过去要重新做账，把两个部门的账分开来做，我是会计新人，刚去应该如何开展工作？,老师 您好 有没有 酒 代理 日化 品 代理 课程 一家 商贸 公司 两种 业务 酒 代理 日化 品 代理 负责人 谈 谈 说 两个 部门 账 混 盈利 亏损 招 做账 两个 部门 账 分开 做 会计 新人 工作
395,老师，咱们会计学堂有电算化软件的课程吗，比如录入凭证，就能自动生成凭证，明细账，财务报表的？,老师 会计 学堂 电算化 软件 课程 录入 凭证 自动 生成 凭证 明细账 财务报表
396,老师，我公司有份光伏的屋顶租赁合同，租金是每年六万五。但我们业务说将每月的光伏发电用的水费用也放在租金里面(以提高租金的形式)，租金65000/年已经订好了，水电再补个协议。这种情况下，对方只开租金发票给我就好了吗?(租金发票金额含水电费)，还是租金开一张，水电费也要单独开票?,老师 公司 份 光伏 屋顶 租赁 合同 租金 六万 业务 说 每月 光伏 发电 水 费用 放在 租金 提高 租金 形式 租金 65000 年 订好 水电 补个 协议 情况 只开 租金 发票 好了吗 租金 发票 金额 含 水电费 租金 开 一张 水电费 单独 开票
